
100 2.3e-05
200 8.4e-05
300 0.000185
400 0.000322
500 0.0005
600 0.000789
700 0.001114
800 0.001338
900 0.001604
1000 0.00218
1100 0.002508
1200 0.003724
1300 0.003343
1400 0.004396
1500 0.004455
1600 0.005532
1700 0.006477
1800 0.006769
1900 0.007837
2000 0.008427
2100 0.009137
2200 0.010457
2300 0.011945
2400 0.012355
2500 0.013483
2600 0.016133
2700 0.015866
2800 0.016199
2900 0.017548
3000 0.018426
3100 0.019884
3200 0.020388
3300 0.021316
3400 0.02454
3500 0.024866
3600 0.025448
3700 0.026762
3800 0.032103
3900 0.029616
4000 0.035182
4100 0.035879
4200 0.036755
4300 0.040106
4400 0.043465
4500 0.042841
4600 0.041623
4700 0.047338
4800 0.046887
4900 0.051075
5000 0.05148
5100 0.052633
5200 0.055069
5300 0.063622
5400 0.065167
5500 0.065617
5600 0.064488
5700 0.068306
5800 0.070958
5900 0.076149
6000 0.07879
6100 0.076285
6200 0.078686
6300 0.080294
6400 0.084599
6500 0.089236
6600 0.094425
6700 0.099211
6800 0.096733
6900 0.097255
7000 0.107206
7100 0.105308
7200 0.107752
7300 0.11174
7400 0.113818
7500 0.118522
7600 0.122497
7700 0.125908
7800 0.121657
7900 0.127366
8000 0.13288
8100 0.134894
8200 0.135611
8300 0.148522
8400 0.143134
8500 0.14983
8600 0.159432
8700 0.155565
8800 0.162352
8900 0.160892
9000 0.168058
9100 0.172659
9200 0.179726
9300 0.184233
9400 0.18316
9500 0.186623
9600 0.198012
9700 0.195856
9800 0.204332
9900 0.212418
10000 0.21136
10100 0.214554
10200 0.212157
10300 0.2275
10400 0.219507
10500 0.231691
10600 0.236285
10700 0.240939
10800 0.240029
10900 0.24333
11000 0.25205
11100 0.263693
11200 0.258242
11300 0.269436
11400 0.272477
11500 0.273308
11600 0.282673
11700 0.281603
11800 0.29906
11900 0.292278
12000 0.302022
12100 0.308515
12200 0.317827
12300 0.322686
12400 0.320204
12500 0.330755
12600 0.327805
12700 0.331092
12800 0.357839
12900 0.345984
13000 0.359406
13100 0.357358
13200 0.356821
13300 0.368688
13400 0.373196
13500 0.389905
13600 0.382205
13700 0.391569
13800 0.388646
13900 0.405223
14000 0.417497
14100 0.414818
14200 0.431088
14300 0.430319
14400 0.440519
14500 0.446205
14600 0.438159
14700 0.448287
14800 0.460086
14900 0.465565
15000 0.472035
15100 0.4868
15200 0.489548
15300 0.488282
15400 0.493494
15500 0.510632
15600 0.5217
15700 0.514154
15800 0.520479
15900 0.546324
16000 0.539903
16100 0.549871
16200 0.546059
16300 0.55316
16400 0.559819
16500 0.557793
16600 0.571532
16700 0.57558
16800 0.589622
16900 0.597908
17000 0.610884
17100 0.613662
17200 0.618436
17300 0.619198
17400 0.63894
17500 0.637225
17600 0.656585
17700 0.651043
17800 0.662922
17900 0.665238
18000 0.673094
18100 0.692799
18200 0.685978
18300 0.693443
18400 0.698842
18500 0.719052
18600 0.719108
18700 0.724932
18800 0.742822
18900 0.737397
19000 0.75893
19100 0.772189
19200 0.772447
19300 0.772741
19400 0.79249
19500 0.795869
19600 0.805748
19700 0.811287
19800 0.824278
19900 0.824695
20000 0.833007
20100 0.852976
20200 0.857251
20300 0.851606
20400 0.862767
20500 0.868654
20600 0.893195
20700 0.921667
20800 0.903395
20900 0.916513
21000 0.925991
21100 0.938854
21200 0.948012
21300 0.948872
21400 0.966672
21500 0.962769
21600 0.986033
21700 0.999631
21800 1.00375
21900 0.985111
22000 1.00989
22100 1.01632
22200 1.02909
22300 1.05018
22400 1.05269
22500 1.0669
22600 1.07839
22700 1.07705
22800 1.11115
22900 1.09989
23000 1.12162
23100 1.10469
23200 1.12287
23300 1.13305
23400 1.1445
23500 1.1427
23600 1.17955
23700 1.18041
23800 1.17576
23900 1.21396
24000 1.18933
24100 1.22436
24200 1.24563
24300 1.23282
24400 1.25163
24500 1.26176
24600 1.28976
24700 1.26783
24800 1.28424
24900 1.31605
25000 1.33508
25100 1.33796
25200 1.32397
25300 1.35104
25400 1.35128
25500 1.36689
25600 1.37939
25700 1.39546
25800 1.39145
25900 1.4047
26000 1.42283
26100 1.42499
26200 1.45025
26300 1.45755
26400 1.45687
26500 1.46155
26600 1.49522
26700 1.49194
26800 1.51501
26900 1.50546
27000 1.52923
27100 1.54517
27200 1.55182
27300 1.60331
27400 1.56835
27500 1.59156
27600 1.62922
27700 1.59356
27800 1.61957
27900 1.65578
28000 1.63235
28100 1.63802
28200 1.67582
28300 1.68857
28400 1.67179
28500 1.6661
28600 1.67674
28700 1.67877
28800 1.69682
28900 1.72901
29000 1.74112
29100 1.76309
29200 1.78352
29300 1.80528
29400 1.8235
29500 1.82457
29600 1.883
29700 1.87477
29800 1.87046
29900 1.88132
30000 1.88147
